Second,Volt
1.106216,4.13
1.106218,4.05
1.10622,4.13
1.106222,4.13
1.106224,4.21
1.106226,4.21
1.106228,4.13
1.10623,4.21
1.106232,4.21
1.106234,4.21
1.106236,4.13
1.106238,4.13
1.10624,4.13
1.106242,4.13
1.106244,4.21
1.106246,4.21
1.106248,4.13
1.10625,4.13
1.106252,4.13
1.106254,4.21
1.106256,4.21
1.106258,4.21
1.10626,4.21
1.106262,4.21
1.106264,4.13
1.106266,4.21
1.106268,4.21
1.10627,4.21
1.106272,4.13
1.106274,4.21
1.106276,4.13
1.106278,4.21
1.10628,4.13
1.106282,4.13
1.106284,4.21
1.106286,4.21
1.106288,4.13
1.10629,4.21
1.106292,4.21
1.106294,4.13
1.106296,4.21
1.106298,4.13
1.1063,4.21
1.106302,4.13
1.106304,4.21
1.106306,4.13
1.106308,4.21
1.10631,4.13
1.106312,4.21
1.106314,4.21
1.106316,4.13
1.106318,4.13
1.10632,4.13
1.106322,4.13
1.106324,4.29
1.106326,4.29
1.106328,4.21
1.10633,4.13
1.106332,4.13
1.106334,4.13
1.106336,4.29
1.106338,4.29
1.10634,4.29
1.106342,4.13
1.106344,4.13
1.106346,4.13
1.106348,4.13
1.10635,4.13
1.106352,4.13
1.106354,4.29
1.106356,4.21
1.106358,4.21
1.10636,4.21
1.106362,4.29
1.106364,4.13
1.106366,4.13
1.106368,4.21
1.10637,4.21
1.106372,4.21
1.106374,4.13
1.106376,4.13
1.106378,4.29
1.10638,4.13
1.106382,4.21
1.106384,4.13
1.106386,4.21
1.106388,4.13
1.10639,4.29
1.106392,4.21
1.106394,4.29
1.106396,4.29
1.106398,4.21
1.1064,4.13
1.106402,4.13
1.106404,4.13
1.106406,4.21
1.106408,4.21
1.10641,4.21
1.106412,4.21
1.106414,4.29
1.106416,4.21
1.106418,4.21
1.10642,4.29
1.106422,4.21
1.106424,4.21
1.106426,4.21
1.106428,4.21
1.10643,4.21
1.106432,4.29
1.106434,4.13
1.106436,4.21
1.106438,4.21
1.10644,4.21
1.106442,4.13
1.106444,4.21
1.106446,4.13
1.106448,4.21
1.10645,4.13
1.106452,4.21
1.106454,4.21
1.106456,4.29
1.106458,4.21
1.10646,4.21
1.106462,4.29
1.106464,4.29
1.106466,4.21
1.106468,4.21
1.10647,4.29
1.106472,4.29
1.106474,4.29
1.106476,4.21
1.106478,4.29
1.10648,4.21
1.106482,4.29
1.106484,4.29
1.106486,4.13
1.106488,4.21
1.10649,4.29
1.106492,4.21
1.106494,4.21
1.106496,4.21
1.106498,4.21
1.1065,4.21
1.106502,4.13
1.106504,4.13
1.106506,4.21
1.106508,4.21
1.10651,4.21
1.106512,4.21
1.106514,4.21
1.106516,4.29
1.106518,4.21
1.10652,4.13
1.106522,4.21
1.106524,4.21
1.106526,4.21
1.106528,4.21
1.10653,4.21
1.106532,4.13
1.106534,4.29
1.106536,4.21
1.106538,4.13
1.10654,4.21
1.106542,4.21
1.106544,4.13
1.106546,4.21
1.106548,4.21
1.10655,4.13
1.106552,4.21
1.106554,4.21
1.106556,4.13
1.106558,4.29
1.10656,4.13
1.106562,4.21
1.106564,4.13
1.106566,4.29
1.106568,4.21
1.10657,4.21
1.106572,4.21
1.106574,4.21
1.106576,4.21
1.106578,4.21
1.10658,4.21
1.106582,4.21
1.106584,4.29
1.106586,4.21
1.106588,4.21
1.10659,4.21
1.106592,4.29
1.106594,4.21
1.106596,4.21
1.106598,4.21
1.1066,4.13
1.106602,4.29
1.106604,4.21
1.106606,4.29
1.106608,4.21
1.10661,4.21
1.106612,4.29
1.106614,4.29
1.106616,4.21
1.106618,4.13
1.10662,4.21
1.106622,4.21
1.106624,4.21
1.106626,4.13
1.106628,4.13
1.10663,4.21
1.106632,4.13
1.106634,4.21
1.106636,4.21
1.106638,4.21
1.10664,4.13
1.106642,4.13
1.106644,4.21
1.106646,4.21
1.106648,4.29
1.10665,4.21
1.106652,4.13
1.106654,4.21
1.106656,4.13
1.106658,4.21
1.10666,4.29
1.106662,4.21
1.106664,4.13
1.106666,4.13
1.106668,4.13
1.10667,4.21
1.106672,4.21
1.106674,4.21
1.106676,4.29
1.106678,4.21
1.10668,4.13
1.106682,4.21
1.106684,4.13
1.106686,4.13
1.106688,4.21
1.10669,4.21
1.106692,4.21
1.106694,4.13
1.106696,4.13
1.106698,4.21
1.1067,4.29
1.106702,4.29
1.106704,4.29
1.106706,4.29
1.106708,4.13
1.10671,4.21
1.106712,4.13
1.106714,4.29
1.106716,4.21
1.106718,4.13
1.10672,4.13
1.106722,4.21
1.106724,4.29
1.106726,4.21
1.106728,4.21
1.10673,4.21
1.106732,4.21
1.106734,4.13
1.106736,4.21
1.106738,4.13
1.10674,4.13
1.106742,4.29
1.106744,4.13
1.106746,4.13
1.106748,4.13
1.10675,4.13
1.106752,4.21
1.106754,4.13
1.106756,4.21
1.106758,4.21
1.10676,4.13
1.106762,4.13
1.106764,4.13
1.106766,4.13
1.106768,4.21
1.10677,4.21
1.106772,4.13
1.106774,4.21
1.106776,4.21
1.106778,4.13
1.10678,4.13
1.106782,4.13
1.106784,4.29
1.106786,4.29
1.106788,4.21
1.10679,4.13
1.106792,4.13
1.106794,4.21
1.106796,4.21
1.106798,4.13
1.1068,4.13
1.106802,4.13
1.106804,4.21
1.106806,4.13
1.106808,4.13
1.10681,4.13
1.106812,4.13
1.106814,4.21
1.106816,4.13
1.106818,4.13
1.10682,4.13
1.106822,4.13
1.106824,4.21
1.106826,4.21
1.106828,4.29
1.10683,4.21
1.106832,4.13
1.106834,4.13
1.106836,4.13
1.106838,4.21
1.10684,4.21
1.106842,4.13
1.106844,4.21
1.106846,4.13
1.106848,4.21
1.10685,4.21
1.106852,4.13
1.106854,4.13
1.106856,4.21
1.106858,4.21
1.10686,4.13
1.106862,4.13
1.106864,4.21
1.106866,4.21
1.106868,4.21
1.10687,4.21
1.106872,4.13
1.106874,4.13
1.106876,4.21
1.106878,4.13
1.10688,4.21
1.106882,4.13
1.106884,4.21
1.106886,4.21
1.106888,4.21
1.10689,4.13
1.106892,4.13
1.106894,4.13
1.106896,4.21
1.106898,4.21
1.1069,4.13
1.106902,4.21
1.106904,4.13
1.106906,4.13
1.106908,4.21
1.10691,4.13
1.106912,4.21
1.106914,4.13
1.106916,4.13
1.106918,4.13
1.10692,4.13
1.106922,4.13
1.106924,4.21
1.106926,4.13
1.106928,4.13
1.10693,4.21
1.106932,4.21
1.106934,4.13
1.106936,4.21
1.106938,4.13
1.10694,4.21
1.106942,4.13
1.106944,4.13
1.106946,4.21
1.106948,4.13
1.10695,4.13
1.106952,4.21
1.106954,4.13
1.106956,4.13
1.106958,4.13
1.10696,4.13
1.106962,4.13
1.106964,4.21
1.106966,4.21
1.106968,4.21
1.10697,4.13
1.106972,4.13
1.106974,4.21
1.106976,4.21
1.106978,4.13
1.10698,4.13
1.106982,4.21
1.106984,4.13
1.106986,4.13
1.106988,4.21
1.10699,4.13
1.106992,4.21
1.106994,4.29
1.106996,4.13
1.106998,4.13
1.107,4.13
1.107002,4.13
1.107004,4.21
1.107006,4.13
1.107008,4.21
1.10701,4.13
1.107012,4.13
1.107014,4.21
1.107016,4.13
1.107018,4.21
1.10702,4.21
1.107022,4.13
1.107024,4.21
1.107026,4.21
1.107028,4.21
1.10703,4.21
1.107032,4.21
1.107034,4.13
1.107036,4.13
1.107038,4.13
1.10704,4.21
1.107042,4.21
1.107044,4.21
1.107046,4.21
1.107048,4.13
1.10705,4.13
1.107052,4.21
1.107054,4.13
1.107056,4.21
1.107058,4.13
1.10706,4.21
1.107062,4.21
1.107064,4.13
1.107066,4.21
1.107068,4.21
1.10707,4.21
1.107072,4.21
1.107074,4.13
1.107076,4.13
1.107078,4.21
1.10708,4.13
1.107082,4.21
1.107084,4.21
1.107086,4.21
1.107088,4.21
1.10709,4.21
1.107092,4.29
1.107094,4.13
1.107096,4.13
1.107098,4.13
1.1071,4.21
1.107102,4.21
1.107104,4.21
1.107106,4.21
1.107108,4.29
1.10711,4.21
1.107112,4.21
1.107114,4.13
1.107116,4.21
1.107118,4.13
1.10712,4.13
1.107122,4.13
1.107124,4.13
1.107126,4.13
1.107128,4.21
1.10713,4.13
1.107132,4.21
1.107134,4.21
1.107136,4.29
1.107138,4.21
1.10714,4.21
1.107142,4.13
1.107144,4.21
1.107146,4.21
1.107148,4.13
1.10715,4.21
1.107152,4.21
1.107154,4.21
1.107156,4.21
1.107158,4.21
1.10716,4.13
1.107162,4.13
1.107164,4.21
1.107166,4.29
1.107168,4.13
1.10717,4.21
1.107172,4.21
1.107174,4.13
1.107176,4.13
1.107178,4.13
1.10718,4.13
1.107182,4.21
1.107184,4.13
1.107186,4.29
1.107188,4.21
1.10719,4.13
1.107192,4.13
1.107194,4.21
1.107196,4.21
1.107198,4.13
1.1072,4.29
1.107202,4.13
1.107204,4.13
1.107206,4.13
1.107208,4.21
1.10721,4.21
1.107212,4.13
1.107214,4.21
1.107216,4.13
1.107218,4.21
1.10722,4.13
1.107222,4.21
1.107224,4.21
1.107226,4.13
1.107228,4.21
1.10723,4.13
1.107232,4.21
1.107234,4.13
1.107236,4.21
1.107238,4.21
1.10724,4.29
1.107242,4.13
1.107244,4.21
1.107246,4.13
1.107248,4.13
1.10725,4.13
1.107252,4.13
1.107254,4.21
1.107256,4.13
1.107258,4.21
1.10726,4.13
1.107262,4.13
1.107264,4.13
1.107266,4.13
1.107268,4.21
1.10727,4.13
1.107272,4.13
1.107274,4.21
1.107276,4.13
1.107278,4.13
1.10728,4.13
1.107282,4.21
1.107284,4.13
1.107286,4.21
1.107288,4.21
1.10729,4.13
1.107292,4.13
1.107294,4.13
1.107296,4.13
1.107298,4.21
1.1073,4.13
1.107302,4.13
1.107304,4.21
1.107306,4.13
1.107308,4.13
1.10731,4.13
1.107312,4.13
1.107314,4.13
1.107316,4.13
1.107318,4.13
1.10732,4.13
1.107322,4.21
1.107324,4.21
1.107326,4.13
1.107328,4.13
1.10733,4.21
1.107332,4.13
1.107334,4.13
1.107336,4.13
1.107338,4.29
1.10734,4.13
1.107342,4.13
1.107344,4.13
1.107346,4.13
1.107348,4.21
1.10735,4.13
1.107352,4.21
1.107354,4.13
1.107356,4.13
1.107358,4.21
1.10736,4.13
1.107362,4.13
1.107364,4.13
1.107366,4.21
1.107368,4.21
1.10737,4.21
1.107372,4.21
1.107374,4.13
1.107376,4.13
1.107378,4.21
1.10738,4.13
1.107382,4.21
1.107384,4.13
1.107386,4.13
1.107388,4.21
1.10739,4.21
1.107392,4.21
1.107394,4.13
1.107396,4.21
1.107398,4.13
1.1074,4.21
1.107402,4.13
1.107404,4.13
1.107406,4.21
1.107408,4.13
1.10741,4.13
1.107412,4.21
1.107414,4.13
1.107416,4.21
1.107418,4.13
1.10742,4.29
1.107422,4.13
1.107424,4.21
1.107426,4.13
1.107428,4.13
1.10743,4.13
1.107432,4.13
1.107434,4.21
1.107436,4.13
1.107438,4.21
1.10744,4.13
1.107442,4.13
1.107444,4.13
1.107446,4.13
1.107448,4.21
1.10745,4.13
1.107452,4.21
1.107454,4.21
1.107456,4.13
1.107458,4.13
1.10746,4.21
1.107462,4.13
1.107464,4.21
1.107466,4.21
1.107468,4.13
1.10747,4.21
1.107472,4.13
1.107474,4.21
1.107476,4.21
1.107478,4.13
1.10748,4.13
1.107482,4.21
1.107484,4.21
1.107486,4.13
1.107488,4.13
1.10749,4.21
1.107492,4.13
1.107494,4.13
1.107496,4.13
1.107498,4.13
1.1075,4.13
1.107502,4.21
1.107504,4.13
1.107506,4.13
1.107508,4.13
1.10751,4.13
1.107512,4.13
1.107514,4.13
1.107516,4.21
1.107518,4.13
1.10752,4.13
1.107522,4.21
1.107524,4.13
1.107526,4.13
1.107528,4.13
1.10753,4.21
1.107532,4.13
1.107534,4.13
1.107536,4.13
1.107538,4.13
1.10754,4.21
1.107542,4.21
1.107544,4.21
1.107546,4.21
1.107548,4.13
1.10755,4.13
1.107552,4.13
1.107554,4.13
1.107556,4.21
1.107558,4.29
1.10756,4.13
1.107562,4.21
1.107564,4.13
1.107566,4.21
1.107568,4.13
1.10757,4.13
1.107572,4.13
1.107574,4.13
1.107576,4.21
1.107578,4.13
1.10758,4.21
1.107582,4.13
1.107584,4.13
1.107586,4.13
1.107588,4.21
1.10759,4.13
1.107592,4.13
1.107594,4.13
1.107596,4.13
1.107598,4.13
1.1076,4.13
1.107602,4.13
1.107604,4.21
1.107606,4.13
1.107608,4.21
1.10761,4.21
1.107612,4.21
1.107614,4.21
1.107616,4.13
1.107618,4.13
1.10762,4.21
1.107622,4.21
1.107624,4.13
1.107626,4.13
1.107628,4.13
1.10763,4.21
1.107632,4.21
1.107634,4.13
1.107636,4.13
1.107638,4.21
1.10764,4.29
1.107642,4.21
1.107644,4.21
1.107646,4.29
1.107648,4.21
1.10765,4.29
1.107652,4.29
1.107654,4.21
1.107656,4.21
1.107658,4.21
1.10766,4.21
1.107662,4.13
1.107664,4.21
1.107666,4.13
1.107668,4.13
1.10767,4.13
1.107672,4.21
1.107674,4.21
1.107676,4.21
1.107678,4.13
1.10768,4.21
1.107682,4.21
1.107684,4.13
1.107686,4.13
1.107688,4.13
1.10769,4.21
1.107692,4.05
1.107694,4.05
1.107696,4.05
1.107698,4.05
1.1077,4.05
1.107702,4.05
1.107704,3.95
1.107706,3.87
1.107708,3.95
1.10771,3.87
1.107712,3.95
1.107714,3.95
1.107716,3.87
1.107718,4.05
1.10772,4.05
1.107722,3.95
1.107724,3.95
1.107726,4.13
1.107728,4.05
1.10773,4.05
1.107732,4.05
1.107734,4.21
1.107736,4.21
1.107738,4.21
1.10774,4.13
1.107742,4.13
1.107744,4.21
1.107746,4.21
1.107748,4.21
1.10775,4.21
1.107752,4.21
1.107754,4.29
1.107756,4.29
1.107758,4.29
1.10776,4.21
1.107762,4.21
1.107764,4.37
1.107766,4.29
1.107768,4.29
1.10777,4.29
1.107772,4.29
1.107774,4.29
1.107776,4.29
1.107778,4.21
1.10778,4.37
1.107782,4.29
1.107784,4.29
1.107786,4.21
1.107788,4.21
1.10779,4.21
1.107792,4.21
1.107794,4.29
1.107796,4.29
1.107798,4.13
1.1078,4.21
1.107802,4.13
1.107804,4.29
1.107806,4.13
1.107808,4.21
1.10781,4.13
1.107812,4.13
1.107814,4.13
1.107816,4.13
1.107818,4.21
1.10782,4.13
1.107822,4.21
1.107824,4.29
1.107826,4.21
1.107828,4.21
1.10783,4.13
1.107832,4.13
1.107834,4.13
1.107836,4.21
1.107838,4.13
1.10784,4.13
1.107842,4.13
1.107844,4.13
1.107846,4.13
1.107848,4.21
1.10785,4.13
1.107852,4.13
1.107854,4.13
1.107856,4.13
1.107858,4.13
1.10786,4.21
1.107862,4.13
1.107864,4.13
1.107866,4.13
1.107868,4.13
1.10787,4.13
1.107872,4.13
1.107874,4.13
1.107876,4.21
1.107878,4.21
1.10788,4.13
1.107882,4.13
1.107884,4.13
1.107886,4.13
1.107888,4.21
1.10789,4.21
1.107892,4.21
1.107894,4.13
1.107896,4.21
1.107898,4.13
1.1079,4.13
1.107902,4.13
1.107904,4.13
1.107906,4.13
1.107908,4.21
1.10791,4.05
1.107912,4.13
1.107914,4.13
1.107916,4.05
1.107918,4.13
1.10792,4.13
1.107922,4.05
1.107924,4.05
1.107926,4.05
1.107928,4.05
1.10793,4.05
1.107932,4.05
1.107934,4.21
1.107936,4.13
1.107938,4.13
1.10794,4.13
1.107942,4.05
1.107944,4.05
1.107946,4.13
1.107948,4.21
1.10795,4.05
1.107952,4.13
1.107954,4.05
1.107956,4.05
1.107958,4.13
1.10796,4.05
1.107962,4.13
1.107964,4.13
1.107966,4.05
1.107968,4.13
1.10797,4.13
1.107972,4.05
1.107974,4.05
1.107976,4.13
1.107978,4.13
1.10798,4.05
1.107982,4.21
1.107984,4.13
1.107986,4.13
1.107988,4.21
1.10799,4.13
1.107992,4.21
1.107994,4.05
1.107996,4.05
1.107998,4.21
1.108,4.13
1.108002,4.21
1.108004,4.13
1.108006,4.21
1.108008,4.21
1.10801,4.13
1.108012,4.13
1.108014,4.05
1.108016,4.13
1.108018,4.05
1.10802,4.13
1.108022,4.05
1.108024,4.13
1.108026,4.05
1.108028,4.13
1.10803,4.05
1.108032,4.13
1.108034,4.05
1.108036,4.05
1.108038,4.13
1.10804,4.13
1.108042,4.13
1.108044,4.05
1.108046,4.13
1.108048,4.13
1.10805,4.05
1.108052,4.13
1.108054,4.13
1.108056,4.13
1.108058,4.13
1.10806,4.13
1.108062,4.05
1.108064,4.13
1.108066,4.13
1.108068,4.13
1.10807,4.13
1.108072,4.13
1.108074,4.13
1.108076,4.05
1.108078,4.05
1.10808,4.05
1.108082,4.05
1.108084,4.13
1.108086,4.13
1.108088,4.05
1.10809,4.05
1.108092,4.13
1.108094,4.13
1.108096,4.05
1.108098,4.05
1.1081,4.05
1.108102,4.13
1.108104,4.13
1.108106,4.13
1.108108,4.05
1.10811,4.05
1.108112,4.21
1.108114,4.13
1.108116,4.05
1.108118,4.13
1.10812,4.21
1.108122,4.13
1.108124,4.05
1.108126,4.13
1.108128,4.13
1.10813,4.13
1.108132,4.13
1.108134,4.13
1.108136,4.21
1.108138,4.13
1.10814,4.05
1.108142,4.13
1.108144,4.05
1.108146,4.21
1.108148,4.13
1.10815,4.21
1.108152,4.21
1.108154,4.13
1.108156,4.13
1.108158,4.21
1.10816,4.13
1.108162,4.13
1.108164,4.05
1.108166,4.13
1.108168,4.05
1.10817,4.13
1.108172,4.13
1.108174,4.05
1.108176,4.13
1.108178,4.21
1.10818,4.21
1.108182,4.21
1.108184,4.13
1.108186,4.21
1.108188,4.13
1.10819,4.05
1.108192,4.21
1.108194,4.13
1.108196,4.13
1.108198,4.13
1.1082,4.21
1.108202,4.21
1.108204,4.13
1.108206,4.13
1.108208,4.21
1.10821,4.21
1.108212,4.13
1.108214,4.13
1.108216,4.21
1.108218,4.21
1.10822,4.13
1.108222,4.21
1.108224,4.21
1.108226,4.21
1.108228,4.13
1.10823,4.13
1.108232,4.21
1.108234,4.21
1.108236,4.13
1.108238,4.13
1.10824,4.21
1.108242,4.13
1.108244,4.13
1.108246,4.21
1.108248,4.13
1.10825,4.13
1.108252,4.21
1.108254,4.13
1.108256,4.21
1.108258,4.13
1.10826,4.05
1.108262,4.13
1.108264,4.13
1.108266,4.21
1.108268,4.13
1.10827,4.05
1.108272,4.13
1.108274,4.21
1.108276,4.05
1.108278,4.05
1.10828,4.13
1.108282,4.13
1.108284,4.13
1.108286,4.21
1.108288,4.13
1.10829,4.05
1.108292,4.05
1.108294,4.05
1.108296,4.05
1.108298,4.13
1.1083,4.13
1.108302,4.13
1.108304,4.21
1.108306,4.13
1.108308,4.13
1.10831,4.05
1.108312,4.05
1.108314,4.05
1.108316,4.21
1.108318,4.13
1.10832,4.13
1.108322,4.13
1.108324,4.21
1.108326,4.13
1.108328,4.05
1.10833,4.13
1.108332,4.13
1.108334,4.05
1.108336,4.13
1.108338,4.13
1.10834,4.21
1.108342,4.05
1.108344,4.05
1.108346,4.13
1.108348,4.05
1.10835,4.13
1.108352,4.05
1.108354,4.05
1.108356,4.13
1.108358,4.05
1.10836,4.13
1.108362,4.05
1.108364,4.05
1.108366,4.05
1.108368,4.21
1.10837,4.05
1.108372,4.21
1.108374,4.13
1.108376,4.13
1.108378,4.05
1.10838,4.13
1.108382,4.13
1.108384,4.05
1.108386,4.05
1.108388,4.13
1.10839,4.05
1.108392,4.13
1.108394,4.13
1.108396,4.05
1.108398,4.13
1.1084,4.05
1.108402,4.21
1.108404,4.05
1.108406,4.13
1.108408,4.05
1.10841,4.05
1.108412,4.05
1.108414,4.05
1.108416,4.05
1.108418,4.05
1.10842,4.13
1.108422,4.13
1.108424,4.05
1.108426,4.05
1.108428,4.13
1.10843,4.05
1.108432,4.21
1.108434,4.05
1.108436,4.13
1.108438,4.05
1.10844,4.05
1.108442,4.05
1.108444,4.05
1.108446,4.05
1.108448,4.05
1.10845,4.05
1.108452,4.13
1.108454,4.05
1.108456,4.05
1.108458,4.05
1.10846,4.13
1.108462,4.05
1.108464,4.05
1.108466,4.05
1.108468,4.05
1.10847,4.05
1.108472,4.13
1.108474,4.13
1.108476,4.05
1.108478,4.05
1.10848,4.13
1.108482,4.13
1.108484,4.05
1.108486,4.13
1.108488,4.13
1.10849,4.13
1.108492,4.05
1.108494,4.05
1.108496,4.13
1.108498,4.05
1.1085,4.05
1.108502,4.05
1.108504,4.13
1.108506,4.13
1.108508,4.13
1.10851,4.05
1.108512,4.05
1.108514,4.13
1.108516,4.13
1.108518,4.05
1.10852,4.13
1.108522,4.05
1.108524,4.05
1.108526,4.05
1.108528,4.13
1.10853,4.13
1.108532,4.05
1.108534,4.13
1.108536,4.13
1.108538,4.05
1.10854,4.13
1.108542,4.05
1.108544,4.13
1.108546,4.13
1.108548,4.05
1.10855,4.05
1.108552,4.05
1.108554,4.13
1.108556,4.13
1.108558,4.13
1.10856,4.05
1.108562,4.13
1.108564,4.13
1.108566,4.13
1.108568,4.05
1.10857,4.13
1.108572,4.13
1.108574,4.05
1.108576,4.05
1.108578,4.13
1.10858,4.05
1.108582,4.05
1.108584,4.05
1.108586,4.05
1.108588,4.05
1.10859,4.13
1.108592,4.05
1.108594,4.05
1.108596,4.05
1.108598,4.13
1.1086,4.05
1.108602,4.05
1.108604,4.13
1.108606,4.13
1.108608,4.05
1.10861,4.13
1.108612,4.05
1.108614,4.13
1.108616,4.05
1.108618,4.05
1.10862,4.05
1.108622,4.05
1.108624,4.05
1.108626,4.05
1.108628,4.13
1.10863,4.05
1.108632,4.13
1.108634,4.13
1.108636,4.05
1.108638,4.05
1.10864,4.05
1.108642,4.05
1.108644,4.05
1.108646,4.13
1.108648,4.05
1.10865,4.05
1.108652,4.05
1.108654,4.13
1.108656,4.13
1.108658,4.13
1.10866,4.05
1.108662,4.05
1.108664,4.05
1.108666,4.05
1.108668,4.13
1.10867,4.05
1.108672,4.05
1.108674,4.13
1.108676,4.05
1.108678,4.05
1.10868,4.13
1.108682,4.13
1.108684,4.05
1.108686,4.13
1.108688,4.05
1.10869,4.05
1.108692,4.05
1.108694,4.13
1.108696,4.05
1.108698,4.13
1.1087,4.05
1.108702,4.05
1.108704,4.05
1.108706,4.05
1.108708,4.13
1.10871,4.13
1.108712,4.05
1.108714,4.13
1.108716,4.05
1.108718,4.13
1.10872,3.95
1.108722,4.05
1.108724,4.05
1.108726,4.13
1.108728,4.05
1.10873,4.13
1.108732,4.05
1.108734,4.05
1.108736,4.13
1.108738,4.13
1.10874,4.05
1.108742,4.13
1.108744,4.05
1.108746,4.05
1.108748,4.05
1.10875,4.13
1.108752,4.13
1.108754,4.05
1.108756,4.05
1.108758,4.13
1.10876,4.05
1.108762,4.05
1.108764,4.13
1.108766,4.05
1.108768,4.05
1.10877,4.13
1.108772,4.05
1.108774,4.13
1.108776,4.13
1.108778,4.05
1.10878,4.05
1.108782,4.13
1.108784,4.05
1.108786,4.13
1.108788,4.21
1.10879,4.05
1.108792,4.05
1.108794,4.13
1.108796,4.05
1.108798,4.13
1.1088,4.13
1.108802,4.13
1.108804,4.13
1.108806,4.05
1.108808,4.05
1.10881,4.05
1.108812,4.05
1.108814,4.05
1.108816,4.05
1.108818,4.13
1.10882,4.05
1.108822,3.95
1.108824,4.05
1.108826,4.13
1.108828,4.05
1.10883,4.05
1.108832,4.13
1.108834,4.05
1.108836,4.13
1.108838,4.13
1.10884,4.13
1.108842,4.05
1.108844,4.13
1.108846,4.13
1.108848,4.13
1.10885,4.05
1.108852,4.05
1.108854,4.05
1.108856,4.05
1.108858,4.05
1.10886,4.13
1.108862,4.05
1.108864,4.05
1.108866,4.13
1.108868,4.05
1.10887,4.05
1.108872,4.05
1.108874,4.13
1.108876,4.05
1.108878,4.13
1.10888,4.13
1.108882,4.13
1.108884,4.13
1.108886,4.13
1.108888,4.13
1.10889,4.05
1.108892,4.05
1.108894,4.05
1.108896,4.13
1.108898,4.13
1.1089,4.13
1.108902,4.05
1.108904,4.05
1.108906,4.05
1.108908,4.05
1.10891,4.05
1.108912,4.13
1.108914,4.05
1.108916,4.05
1.108918,4.05
1.10892,4.05
1.108922,4.13
1.108924,4.05
1.108926,4.05
1.108928,4.05
1.10893,4.13
1.108932,4.05
1.108934,4.05
1.108936,4.13
1.108938,4.05
1.10894,4.13
1.108942,4.13
1.108944,4.13
1.108946,4.13
1.108948,4.05
1.10895,4.05
1.108952,3.95
1.108954,4.05
1.108956,4.05
1.108958,4.05
1.10896,3.95
1.108962,3.95
1.108964,4.13
1.108966,4.05
1.108968,4.05
1.10897,4.05
1.108972,4.05
1.108974,3.95
1.108976,3.95
1.108978,4.13
1.10898,4.05
1.108982,4.13
1.108984,4.05
1.108986,4.05
1.108988,4.05
1.10899,4.05
1.108992,3.95
1.108994,4.13
1.108996,3.95
1.108998,4.13
1.109,4.05
1.109002,3.95
1.109004,3.95
1.109006,3.95
1.109008,4.05
1.10901,3.95
1.109012,3.95
1.109014,4.13
1.109016,4.05
1.109018,4.05
1.10902,4.13
1.109022,3.95
1.109024,3.95
1.109026,4.13
1.109028,3.95
1.10903,4.05
1.109032,3.95
1.109034,3.95
1.109036,4.13
1.109038,4.13
1.10904,4.05
1.109042,3.95
1.109044,4.05
1.109046,3.95
1.109048,4.05
1.10905,4.05
1.109052,3.95
1.109054,4.13
1.109056,4.05
1.109058,3.95
1.10906,3.95
1.109062,4.05
1.109064,4.13
1.109066,4.05
1.109068,3.95
1.10907,3.95
1.109072,4.05
1.109074,4.05
1.109076,3.95
1.109078,4.05
1.10908,4.05
1.109082,4.13
1.109084,4.05
1.109086,4.05
1.109088,4.05
1.10909,4.05
1.109092,3.95
1.109094,4.13
1.109096,3.95
1.109098,4.13
1.1091,4.13
1.109102,3.95
1.109104,3.95
1.109106,4.13
1.109108,4.05
1.10911,4.13
1.109112,3.95
1.109114,4.05
1.109116,3.95
1.109118,3.95
1.10912,4.13
1.109122,4.05
1.109124,4.13
1.109126,4.05
1.109128,4.13
1.10913,4.05
1.109132,4.05
1.109134,4.05
1.109136,3.95
1.109138,3.95
1.10914,4.05
1.109142,4.05
1.109144,4.05
1.109146,4.13
1.109148,4.05
1.10915,4.05
1.109152,3.95
1.109154,4.13
1.109156,4.05
1.109158,4.05
1.10916,4.05
1.109162,4.13
1.109164,4.05
1.109166,4.05
1.109168,4.05
1.10917,4.05
1.109172,4.05
1.109174,4.05
1.109176,4.13
1.109178,4.05
1.10918,3.95
1.109182,4.05
1.109184,4.05
1.109186,4.05
1.109188,4.05
1.10919,4.13
1.109192,3.95
1.109194,3.95
1.109196,4.05
1.109198,3.95
1.1092,3.95
1.109202,3.95
1.109204,4.05
1.109206,4.05
1.109208,3.95
1.10921,3.95
1.109212,4.05
1.109214,4.13
1.109216,4.05
1.109218,4.13
1.10922,4.05
1.109222,4.13
1.109224,4.05
1.109226,3.95
1.109228,3.95
1.10923,4.13
1.109232,4.13
1.109234,3.95
1.109236,4.13
1.109238,4.05
1.10924,4.13
1.109242,3.95
1.109244,4.05
1.109246,3.95
1.109248,4.05
1.10925,3.95
1.109252,3.95
1.109254,4.05
1.109256,3.95
1.109258,4.05
1.10926,3.95
1.109262,4.05
1.109264,4.13
1.109266,4.13
1.109268,3.95
1.10927,4.13
1.109272,4.13
1.109274,4.05
1.109276,4.05
1.109278,4.05
1.10928,3.95
1.109282,4.05
1.109284,4.05
1.109286,4.05
1.109288,4.05
1.10929,4.13
1.109292,3.95
1.109294,4.05
1.109296,4.05
1.109298,4.05
1.1093,4.13
1.109302,4.05
1.109304,4.05
1.109306,4.05
1.109308,4.05
1.10931,4.05
1.109312,3.95
1.109314,4.05
1.109316,4.05
1.109318,4.13
1.10932,4.13
1.109322,4.05
1.109324,4.05
